invoice_and_item_number,date,store_number,item_number,bottles_sold,bottle_volume_ml,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-25537600026,2020-02-28,2644,43028,30,1750,519.9,52.5,13.86
INV-25537700001,2020-02-28,4311,43028,60,1750,1039.8,105,27.73
INV-25513800027,2020-02-28,5129,43028,60,1750,1039.8,105,27.73
INV-25532400168,2020-02-28,2624,43028,60,1750,1039.8,105,27.73
INV-25522700001,2020-02-28,4537,58866,5,750,34.65,3.75,0.99
INV-25509300009,2020-02-28,4384,38174,5,375,40.65,1.87,0.49
INV-25537600095,2020-02-28,2644,11777,36,1000,358.2,36,9.51
INV-25528300003,2020-02-28,5531,65061,1,50,23.45,0.05,0.01
INV-25526400012,2020-02-28,2560,65061,1,50,23.45,0.05,0.01
INV-25534000007,2020-02-28,3782,81207,5,1000,30.45,5,1.32
INV-25533100025,2020-02-28,5660,88291,1,50,30.45,0.05,0.01
INV-25540800030,2020-02-28,5051,88291,1,50,30.45,0.05,0.01
INV-25540300034,2020-02-28,5600,88291,1,50,30.45,0.05,0.01
INV-25543000013,2020-02-28,2550,21596,6,750,36.9,4.5,1.18
INV-25533600018,2020-02-28,5209,65254,5,375,48.9,1.87,0.49
INV-25541000027,2020-02-28,4478,65254,5,375,48.9,1.87,0.49
INV-25537500026,2020-02-28,5237,88291,2,50,60.9,0.1,0.02
INV-25518600006,2020-02-28,2620,44442,6,750,73.8,4.5,1.18
INV-25532400099,2020-02-28,2624,21595,12,750,73.8,9,2.37
INV-25543900036,2020-02-28,5756,21596,12,750,73.8,9,2.37
INV-25525500009,2020-02-28,4317,21596,12,750,73.8,9,2.37
INV-25535200030,2020-02-28,4183,21596,12,750,73.8,9,2.37
INV-25515000006,2020-02-28,4301,21596,12,750,73.8,9,2.37
INV-25543200027,2020-02-28,2551,21595,12,750,73.8,9,2.37
INV-25523100007,2020-02-28,5210,24728,6,1750,73.8,10.5,2.77
INV-25523600074,2020-02-28,2607,24728,6,1750,73.8,10.5,2.77
INV-25537600054,2020-02-28,2644,57051,12,1000,73.8,12,3.17
INV-25511600001,2020-02-28,4829,44442,12,750,147.6,9,2.37
INV-25513200012,2020-02-28,4901,72911,60,750,815.4,45,11.88
INV-25515700012,2020-02-28,2635,43285,120,750,1630.8,90,23.77
INV-25538900030,2020-02-28,3964,82957,5,1000,74.05,5,1.32
INV-25516700196,2020-02-28,2603,15526,3,750,94.05,2.25,0.59
INV-25537600094,2020-02-28,2644,43337,60,1000,1057.8,60,15.85
INV-25531500070,2020-02-28,2613,87508,1,50,33.15,0.05,0.01
INV-25537500005,2020-02-28,5237,87508,1,50,33.15,0.05,0.01
INV-25512000011,2020-02-28,5699,11290,5,50,55.15,0.25,0.06
INV-25513700034,2020-02-28,5507,11290,5,50,55.15,0.25,0.06
INV-25514800022,2020-02-28,4622,10803,5,50,55.15,0.25,0.06
INV-25509300006,2020-02-28,4384,10803,5,50,55.15,0.25,0.06
INV-25520300005,2020-02-28,5149,10803,10,50,110.3,0.5,0.13
INV-25510800002,2020-02-28,5782,10803,10,50,110.3,0.5,0.13
INV-25522700026,2020-02-28,4537,10803,10,50,110.3,0.5,0.13
INV-25517900011,2020-02-28,4748,11290,10,50,110.3,0.5,0.13
INV-25522700027,2020-02-28,4537,11290,10,50,110.3,0.5,0.13
INV-25527200028,2020-02-28,4876,11290,10,50,110.3,0.5,0.13
INV-25521800023,2020-02-28,5789,11290,10,50,110.3,0.5,0.13
INV-25537600002,2020-02-28,2644,11290,10,50,110.3,0.5,0.13
INV-25513700010,2020-02-28,5507,10803,10,50,110.3,0.5,0.13
INV-25524200015,2020-02-28,2518,10803,10,50,110.3,0.5,0.13
INV-25520300006,2020-02-28,5149,11290,10,50,110.3,0.5,0.13
INV-25539300029,2020-02-28,5443,10803,10,50,110.3,0.5,0.13
INV-25510100007,2020-02-28,5409,11290,10,50,110.3,0.5,0.13
INV-25513600012,2020-02-28,4140,10803,10,50,110.3,0.5,0.13
INV-25523200027,2020-02-28,5785,10803,10,50,110.3,0.5,0.13
INV-25524200016,2020-02-28,2518,10788,10,50,110.3,0.5,0.13
INV-25521100016,2020-02-28,5204,10803,10,50,110.3,0.5,0.13
INV-25521100015,2020-02-28,5204,11290,10,50,110.3,0.5,0.13
INV-25526900094,2020-02-28,4180,10803,10,50,110.3,0.5,0.13
INV-25510100006,2020-02-28,5409,10803,10,50,110.3,0.5,0.13
INV-25511200005,2020-02-28,4136,36308,210,1750,2259.6,367.5,97.08
INV-25531700004,2020-02-28,4626,23823,5,200,9.85,1,0.26
INV-25544600084,2020-02-28,3818,80457,1,1000,10.85,1,0.26
INV-25541200025,2020-02-28,5623,35314,5,375,12.85,1.87,0.49
INV-25540300033,2020-02-28,5600,32231,3,50,14.85,0.15,0.03
INV-25519300023,2020-02-28,2558,15621,1,50,14.85,0.05,0.01
INV-25516700220,2020-02-28,2603,15621,1,50,14.85,0.05,0.01
INV-25537600012,2020-02-28,2644,15621,1,50,14.85,0.05,0.01
INV-25519600022,2020-02-28,2506,15621,1,50,14.85,0.05,0.01
INV-25512400015,2020-02-28,4831,15621,1,50,14.85,0.05,0.01
INV-25545100095,2020-02-28,5425,15621,1,50,14.85,0.05,0.01
INV-25541000034,2020-02-28,4478,46351,3,1000,17.7,3,0.79
INV-25532400060,2020-02-28,2624,37881,3,50,20.7,0.15,0.03
INV-25534200023,2020-02-28,4908,80457,2,1000,21.7,2,0.52
INV-25540800027,2020-02-28,5051,15621,2,50,29.7,0.1,0.02
INV-25516200013,2020-02-28,5716,15621,2,50,29.7,0.1,0.02
INV-25517300014,2020-02-28,5888,15621,2,50,29.7,0.1,0.02
INV-25531300002,2020-02-28,3963,85526,5,750,39.4,3.75,0.99
INV-25537600055,2020-02-28,2644,58909,6,200,41.4,1.2,0.31
INV-25519300042,2020-02-28,2558,58909,6,200,41.4,1.2,0.31
INV-25521200002,2020-02-28,5434,32231,12,50,59.4,0.6,0.15
INV-25520600005,2020-02-28,5361,32231,12,50,59.4,0.6,0.15
INV-25533200021,2020-02-28,5598,32231,12,50,59.4,0.6,0.15
INV-25533400002,2020-02-28,3738,32231,12,50,59.4,0.6,0.15
INV-25521300003,2020-02-28,4897,32231,12,50,59.4,0.6,0.15
INV-25527300001,2020-02-28,4876,15621,4,50,59.4,0.2,0.05
INV-25534900026,2020-02-28,3857,46351,12,1000,70.8,12,3.17
INV-25527100038,2020-02-28,2618,46351,12,1000,70.8,12,3.17
INV-25537600112,2020-02-28,2644,46351,12,1000,70.8,12,3.17
INV-25520400006,2020-02-28,5751,46351,12,1000,70.8,12,3.17
INV-25520800009,2020-02-28,5680,37881,12,50,82.8,0.6,0.15
INV-25521200008,2020-02-28,5434,37881,12,50,82.8,0.6,0.15
INV-25533200022,2020-02-28,5598,37881,12,50,82.8,0.6,0.15
INV-25531900029,2020-02-28,5327,53211,10,50,106.8,0.5,0.13
INV-25521100014,2020-02-28,5204,34001,10,50,118.8,0.5,0.13
INV-25540700046,2020-02-28,4997,34001,10,50,118.8,0.5,0.13
INV-25540600007,2020-02-28,4942,34001,10,50,118.8,0.5,0.13
INV-25516300001,2020-02-28,5716,34001,10,50,118.8,0.5,0.13
INV-25513700002,2020-02-28,5507,34001,10,50,118.8,0.5,0.13
INV-25521800029,2020-02-28,5789,34001,10,50,118.8,0.5,0.13
INV-25523500011,2020-02-28,4937,34001,10,50,118.8,0.5,0.13
INV-25542200001,2020-02-28,4482,34001,10,50,118.8,0.5,0.13
INV-25515400040,2020-02-28,5125,67522,12,50,118.8,0.6,0.15
INV-25512500048,2020-02-28,5471,39500,18,50,118.8,0.9,0.23
INV-25535400001,2020-02-28,4183,6997,60,1000,599.4,60,15.85
INV-25520500028,2020-02-28,2507,68031,1,1000,67.05,1,0.26
INV-25512600083,2020-02-28,2505,68031,1,1000,67.05,1,0.26
INV-25526900090,2020-02-28,4180,68031,1,1000,67.05,1,0.26
INV-25527000142,2020-02-28,2569,87408,5,750,83.05,3.75,0.99
INV-25542200025,2020-02-28,4482,68031,8,1000,536.4,8,2.11
INV-25518500039,2020-02-28,2587,37994,5,375,35.65,1.87,0.49
INV-25516700159,2020-02-28,2603,65126,5,750,174.85,3.75,0.99
INV-25545000017,2020-02-28,2566,37338,60,1750,989.4,105,27.73
INV-25527700049,2020-02-28,5236,15644,3,375,31.95,1.12,0.29
INV-25515100011,2020-02-28,3678,15644,3,375,31.95,1.12,0.29
INV-25536800037,2020-02-28,5167,15644,3,375,31.95,1.12,0.29
INV-25514800008,2020-02-28,4622,15644,3,375,31.95,1.12,0.29
INV-25526400002,2020-02-28,2560,39555,5,50,37.9,0.25,0.06
INV-25543200064,2020-02-28,2551,41468,6,50,45.9,0.3,0.07
INV-25532200016,2020-02-28,2459,86666,6,750,57.9,4.5,1.18
INV-25511000008,2020-02-28,5698,34820,5,750,61.9,3.75,0.99
INV-25513900004,2020-02-28,5145,77852,5,750,61.9,3.75,0.99
INV-25514000032,2020-02-28,4369,37996,5,750,61.9,3.75,0.99
INV-25526900091,2020-02-28,4180,39555,10,50,75.8,0.5,0.13
INV-25513700017,2020-02-28,5507,15644,12,375,127.8,4.5,1.18
INV-25540900030,2020-02-28,5466,49186,5,750,183.6,3.75,0.99
INV-25529600002,2020-02-28,3461,15644,24,375,255.6,9,2.37
INV-25530100014,2020-02-28,3833,15644,24,375,255.6,9,2.37
INV-25535000040,2020-02-28,3721,64774,24,375,367.2,9,2.37
INV-25543000030,2020-02-28,2550,35316,1,750,5.06,0.75,0.19
INV-25529000022,2020-02-28,4346,35916,1,750,5.06,0.75,0.19
INV-25543000075,2020-02-28,2550,83907,1,1000,6.81,1,0.26
INV-25520900057,2020-02-28,5903,56196,1,750,9.62,0.75,0.19
INV-25526900032,2020-02-28,4180,56196,1,750,9.62,0.75,0.19
INV-25539700016,2020-02-28,4273,56196,1,750,9.62,0.75,0.19
INV-25521700033,2020-02-28,3403,36307,3,1000,18.24,3,0.79
INV-25540000013,2020-02-28,5131,56805,2,750,19.24,1.5,0.39
INV-25533400006,2020-02-28,3738,56196,2,750,19.24,1.5,0.39
INV-25530600016,2020-02-28,4159,56196,2,750,19.24,1.5,0.39
INV-25515100014,2020-02-28,3678,56793,2,750,19.24,1.5,0.39
INV-25520900055,2020-02-28,5903,53216,2,750,19.24,1.5,0.39
INV-25531300045,2020-02-28,3963,53216,2,750,19.24,1.5,0.39
INV-25526900033,2020-02-28,4180,56793,2,750,19.24,1.5,0.39
INV-25527400017,2020-02-28,5907,10804,3,200,21.24,0.6,0.15
INV-25541200035,2020-02-28,5623,10789,3,200,21.24,0.6,0.15
INV-25543400014,2020-02-28,4271,83907,4,1000,27.24,4,1.05
INV-25534900032,2020-02-28,3857,4716,1,750,29.24,0.75,0.19
INV-25534700036,2020-02-28,2178,4716,1,750,29.24,0.75,0.19
INV-25540800022,2020-02-28,5051,49189,3,200,30.24,0.6,0.15
INV-25516700156,2020-02-28,2603,67006,2,750,34.48,1.5,0.39
INV-25512600065,2020-02-28,2505,67006,2,750,34.48,1.5,0.39
INV-25527000120,2020-02-28,2569,67006,2,750,34.48,1.5,0.39
INV-25521200018,2020-02-28,5434,56196,4,750,38.48,3,0.79
INV-25522700028,2020-02-28,4537,53216,4,750,38.48,3,0.79
INV-25520600017,2020-02-28,5361,53216,4,750,38.48,3,0.79
INV-25520600018,2020-02-28,5361,56196,4,750,38.48,3,0.79
INV-25520300024,2020-02-28,5149,56196,4,750,38.48,3,0.79
INV-25540100018,2020-02-28,4169,53216,4,750,38.48,3,0.79
INV-25527000144,2020-02-28,2569,88186,2,750,40.48,1.5,0.39
INV-25542200011,2020-02-28,4482,10804,6,200,42.48,1.2,0.31
INV-25531300058,2020-02-28,3963,10804,6,200,42.48,1.2,0.31
INV-25512500030,2020-02-28,5471,36694,2,750,52.48,1.5,0.39
INV-25522600033,2020-02-28,3712,4716,2,750,58.48,1.5,0.39
INV-25529600041,2020-02-28,3461,4716,2,750,58.48,1.5,0.39
INV-25520200004,2020-02-28,4752,49189,6,200,60.48,1.2,0.31
INV-25545000013,2020-02-28,2566,36307,12,1000,72.96,12,3.17
INV-25535200039,2020-02-28,4183,76487,12,1000,72.96,12,3.17
INV-25534200017,2020-02-28,4908,36307,12,1000,72.96,12,3.17
INV-25528400006,2020-02-28,5437,76487,12,1000,72.96,12,3.17
INV-25528100013,2020-02-28,5737,36307,12,1000,72.96,12,3.17
INV-25531000009,2020-02-28,3728,36307,12,1000,72.96,12,3.17
INV-25519300090,2020-02-28,2558,36307,12,1000,72.96,12,3.17
INV-25526900080,2020-02-28,4180,36307,12,1000,72.96,12,3.17
INV-25516700048,2020-02-28,2603,76487,12,1000,72.96,12,3.17
INV-25532800018,2020-02-28,3944,76487,12,1000,72.96,12,3.17
INV-25542700002,2020-02-28,3826,76487,12,1000,72.96,12,3.17
INV-25544600009,2020-02-28,3818,76487,12,1000,72.96,12,3.17
INV-25534700026,2020-02-28,2178,36307,12,1000,72.96,12,3.17
INV-25519600118,2020-02-28,2506,36307,12,1000,72.96,12,3.17
INV-25534900022,2020-02-28,3857,36307,12,1000,72.96,12,3.17
INV-25524300017,2020-02-28,5864,36307,12,1000,72.96,12,3.17
INV-25523600026,2020-02-28,2607,15247,9,1000,84.96,9,2.37
INV-25519600090,2020-02-28,2506,38088,6,1750,84.96,10.5,2.77
INV-25528400003,2020-02-28,5437,38088,6,1750,84.96,10.5,2.77
INV-25518500006,2020-02-28,2587,38088,6,1750,84.96,10.5,2.77
INV-25526400047,2020-02-28,2560,38088,6,1750,84.96,10.5,2.77
INV-25511300017,2020-02-28,4136,38088,6,1750,84.96,10.5,2.77
INV-25516700019,2020-02-28,2603,38088,6,1750,84.96,10.5,2.77
INV-25527000081,2020-02-28,2569,38088,6,1750,84.96,10.5,2.77
INV-25517700020,2020-02-28,3354,76487,24,1000,145.92,24,6.34
INV-25539400007,2020-02-28,5443,36307,24,1000,145.92,24,6.34
INV-25529000004,2020-02-28,4346,36307,24,1000,145.92,24,6.34
INV-25533100007,2020-02-28,5660,49084,12,375,241.92,4.5,1.18
INV-25533200024,2020-02-28,5598,49084,12,375,241.92,4.5,1.18
INV-25513900024,2020-02-28,5145,49189,24,200,241.92,4.8,1.26
INV-25533300008,2020-02-28,5857,49189,24,200,241.92,4.8,1.26
INV-25520800006,2020-02-28,5680,49189,24,200,241.92,4.8,1.26
INV-25521100007,2020-02-28,5204,49189,24,200,241.92,4.8,1.26
INV-25515600029,2020-02-28,5625,49189,24,200,241.92,4.8,1.26
INV-25541000001,2020-02-28,4478,49189,24,200,241.92,4.8,1.26
INV-25509200001,2020-02-28,5660,49084,24,375,483.84,9,2.37
INV-25533200029,2020-02-28,5598,49189,48,200,483.84,9.6,2.53
INV-25518500030,2020-02-28,2587,5038,2,1750,130.42,3.5,0.92
INV-25515400008,2020-02-28,5125,36886,72,750,357.84,54,14.26
INV-25544200019,2020-02-28,4275,2834,1,750,16.49,0.75,0.19
INV-25527000040,2020-02-28,2569,28086,1,750,16.49,0.75,0.19
INV-25518300001,2020-02-28,4157,28086,1,750,16.49,0.75,0.19
INV-25510400006,2020-02-28,4450,37338,1,1750,16.49,1.75,0.46
INV-25543000003,2020-02-28,2550,10548,1,1750,19.49,1.75,0.46
INV-25538400066,2020-02-28,2606,80571,3,50,20.49,0.15,0.03
INV-25527700052,2020-02-28,5236,1258,1,100,22.49,0.1,0.02
INV-25534500014,2020-02-28,3679,42718,1,1750,25.49,1.75,0.46
INV-25517600012,2020-02-28,2678,42718,1,1750,25.49,1.75,0.46
INV-25535200049,2020-02-28,4183,4626,1,750,31.49,0.75,0.19
INV-25544600079,2020-02-28,3818,42717,2,1000,32.98,2,0.52
INV-25514000040,2020-02-28,4369,37338,2,1750,32.98,3.5,0.92
INV-25543000041,2020-02-28,2550,37338,2,1750,32.98,3.5,0.92
INV-25527000056,2020-02-28,2569,35213,2,1750,32.98,3.5,0.92
INV-25516700136,2020-02-28,2603,41681,2,1750,32.98,3.5,0.92
INV-25509800020,2020-02-28,4359,37338,2,1750,32.98,3.5,0.92
INV-25510500008,2020-02-28,4448,37338,2,1750,32.98,3.5,0.92
INV-25534400007,2020-02-28,4972,41692,2,1750,32.98,3.5,0.92
INV-25527400055,2020-02-28,5907,48105,2,375,32.98,0.75,0.19
INV-25510500035,2020-02-28,4448,48105,2,375,32.98,0.75,0.19
INV-25545000027,2020-02-28,2566,48105,2,375,32.98,0.75,0.19
INV-25519100008,2020-02-28,5163,48105,2,375,32.98,0.75,0.19
INV-25538900028,2020-02-28,3964,10548,2,1750,38.98,3.5,0.92
INV-25545100058,2020-02-28,5425,15870,2,750,44.98,1.5,0.39
INV-25522600016,2020-02-28,3712,42718,2,1750,50.98,3.5,0.92
INV-25527000093,2020-02-28,2569,42718,2,1750,50.98,3.5,0.92
INV-25521200029,2020-02-28,5434,4626,2,750,62.98,1.5,0.39
INV-25519600066,2020-02-28,2506,89846,2,750,62.98,1.5,0.39
INV-25525200018,2020-02-28,4291,42717,4,1000,65.96,4,1.05
INV-25520600020,2020-02-28,5361,48105,4,375,65.96,1.5,0.39
INV-25521700046,2020-02-28,3403,48105,4,375,65.96,1.5,0.39
INV-25508900014,2020-02-28,4696,48105,4,375,65.96,1.5,0.39
INV-25542600018,2020-02-28,4385,48105,4,375,65.96,1.5,0.39
INV-25529700020,2020-02-28,4654,48105,4,375,65.96,1.5,0.39
INV-25543000008,2020-02-28,2550,11588,4,1750,77.96,7,1.84
INV-25521300006,2020-02-28,4897,80571,12,50,81.96,0.6,0.15
INV-25526800001,2020-02-28,5908,80571,12,50,81.96,0.6,0.15
INV-25537600021,2020-02-28,2644,5040,1,750,89.96,0.75,0.19
INV-25511000001,2020-02-28,5698,42718,4,1750,101.96,7,1.84
INV-25516700188,2020-02-28,2603,5040,4,750,359.84,3,0.79
INV-25526400088,2020-02-28,2560,28625,3,750,82.71,2.25,0.59
INV-25522400002,2020-02-28,4067,28625,6,750,165.42,4.5,1.18
INV-25517700035,2020-02-28,3354,28625,6,750,165.42,4.5,1.18
INV-25519600130,2020-02-28,2506,28625,6,750,165.42,4.5,1.18
INV-25541700020,2020-02-28,2549,28625,6,750,165.42,4.5,1.18
INV-25523300012,2020-02-28,2655,36304,6,375,16.74,2.25,0.59
INV-25509800007,2020-02-28,4359,36304,6,375,16.74,2.25,0.59
INV-25510000010,2020-02-28,5235,36304,6,375,16.74,2.25,0.59
INV-25519600002,2020-02-28,2506,65416,1,750,18.74,0.75,0.19
INV-25534400025,2020-02-28,4972,67526,1,750,18.74,0.75,0.19
INV-25522500029,2020-02-28,5252,67526,1,750,18.74,0.75,0.19
INV-25543800037,2020-02-28,4011,65416,1,750,18.74,0.75,0.19
INV-25521500025,2020-02-28,5517,67526,1,750,18.74,0.75,0.19
INV-25532200012,2020-02-28,2459,67526,1,750,18.74,0.75,0.19
INV-25520900021,2020-02-28,5903,34007,1,1000,18.74,1,0.26
INV-25543200046,2020-02-28,2551,34007,1,1000,18.74,1,0.26
INV-25521500044,2020-02-28,5517,34007,1,1000,18.74,1,0.26
INV-25516700218,2020-02-28,2603,39555,3,50,22.74,0.15,0.03
INV-25527400029,2020-02-28,5907,15626,1,750,24.74,0.75,0.19
INV-25515100010,2020-02-28,3678,15626,1,750,24.74,0.75,0.19
INV-25521500005,2020-02-28,5517,15626,1,750,24.74,0.75,0.19
INV-25515200016,2020-02-28,5245,64716,1,750,24.74,0.75,0.19
INV-25512500031,2020-02-28,5471,64716,1,750,24.74,0.75,0.19
INV-25521300026,2020-02-28,4897,64716,1,750,24.74,0.75,0.19
INV-25520900025,2020-02-28,5903,65332,1,750,24.74,0.75,0.19
INV-25522600022,2020-02-28,3712,68022,1,750,24.74,0.75,0.19
INV-25519700027,2020-02-28,4794,68036,1,750,24.74,0.75,0.19
INV-25521300028,2020-02-28,4897,64755,1,750,24.74,0.75,0.19
INV-25529000009,2020-02-28,4346,15626,1,750,24.74,0.75,0.19
INV-25534200013,2020-02-28,4908,15626,1,750,24.74,0.75,0.19
INV-25515100019,2020-02-28,3678,34433,1,750,27.74,0.75,0.19
INV-25527700079,2020-02-28,5236,34433,1,750,27.74,0.75,0.19
INV-25515200022,2020-02-28,5245,34433,1,750,27.74,0.75,0.19
INV-25525800045,2020-02-28,2228,34433,1,750,27.74,0.75,0.19
INV-25543100021,2020-02-28,4260,27026,1,1000,30.74,1,0.26
INV-25529500014,2020-02-28,5562,36304,12,375,33.48,4.5,1.18
INV-25511000004,2020-02-28,5698,36304,12,375,33.48,4.5,1.18
INV-25543100028,2020-02-28,4260,34051,2,1000,37.48,2,0.52
INV-25530500023,2020-02-28,2445,34007,2,1000,37.48,2,0.52
INV-25529000032,2020-02-28,4346,34007,2,1000,37.48,2,0.52
INV-25543100029,2020-02-28,4260,34029,2,1000,37.48,2,0.52
INV-25512800028,2020-02-28,4107,34029,2,1000,37.48,2,0.52
INV-25517200019,2020-02-28,2840,32238,2,1750,37.48,3.5,0.92
INV-25523000018,2020-02-28,2657,67526,2,750,37.48,1.5,0.39
INV-25533400012,2020-02-28,3738,67526,2,750,37.48,1.5,0.39
INV-25523100053,2020-02-28,5210,67526,2,750,37.48,1.5,0.39
INV-25537800045,2020-02-28,3514,67526,2,750,37.48,1.5,0.39
INV-25511900026,2020-02-28,2612,28087,2,1000,43.48,2,0.52
INV-25535800027,2020-02-28,4818,40329,2,1750,43.48,3.5,0.92
INV-25512000001,2020-02-28,5699,15626,2,750,49.48,1.5,0.39
INV-25540600017,2020-02-28,4942,65332,2,750,49.48,1.5,0.39
INV-25526800010,2020-02-28,5908,68036,2,750,49.48,1.5,0.39
INV-25540000010,2020-02-28,5131,15626,2,750,49.48,1.5,0.39
INV-25537800021,2020-02-28,3514,64418,2,750,49.48,1.5,0.39
INV-25511800012,2020-02-28,5411,64755,2,750,49.48,1.5,0.39
INV-25533400008,2020-02-28,3738,15626,2,750,49.48,1.5,0.39
INV-25531500066,2020-02-28,2613,64573,2,750,49.48,1.5,0.39
INV-25540600003,2020-02-28,4942,64573,2,750,49.48,1.5,0.39
INV-25540700017,2020-02-28,4997,64573,2,750,49.48,1.5,0.39
INV-25524400002,2020-02-28,2656,15626,2,750,49.48,1.5,0.39
INV-25542300027,2020-02-28,5358,15626,2,750,49.48,1.5,0.39
INV-25540900023,2020-02-28,5466,65332,2,750,49.48,1.5,0.39
INV-25527000121,2020-02-28,2569,68022,2,750,49.48,1.5,0.39
INV-25521300031,2020-02-28,4897,64418,2,750,49.48,1.5,0.39
INV-25540600016,2020-02-28,4942,64418,2,750,49.48,1.5,0.39
INV-25538900010,2020-02-28,3964,68017,2,750,49.48,1.5,0.39
INV-25524600004,2020-02-28,5110,15626,2,750,49.48,1.5,0.39
INV-25510400014,2020-02-28,4450,15626,2,750,49.48,1.5,0.39
INV-25525000041,2020-02-28,2553,77786,3,750,51.48,2.25,0.59
INV-25545100056,2020-02-28,5425,15658,2,750,55.48,1.5,0.39
INV-25518700031,2020-02-28,2190,15658,2,750,55.48,1.5,0.39
INV-25534300015,2020-02-28,4991,34433,2,750,55.48,1.5,0.39
INV-25541100011,2020-02-28,4186,34433,2,750,55.48,1.5,0.39
INV-25522500027,2020-02-28,5252,34433,2,750,55.48,1.5,0.39
INV-25537800040,2020-02-28,3514,34267,2,750,55.48,1.5,0.39
INV-25542400007,2020-02-28,5410,34433,2,750,55.48,1.5,0.39
INV-25537800066,2020-02-28,3514,34605,2,750,55.48,1.5,0.39
INV-25516700205,2020-02-28,2603,34605,2,750,55.48,1.5,0.39
INV-25543700003,2020-02-28,2559,34433,2,750,55.48,1.5,0.39
INV-25510200007,2020-02-28,4392,34433,2,750,55.48,1.5,0.39
INV-25513100042,2020-02-28,4362,36304,24,375,66.96,9,2.37
INV-25544600012,2020-02-28,3818,36304,24,375,66.96,9,2.37
INV-25536600004,2020-02-28,5430,36304,24,375,66.96,9,2.37
INV-25517500034,2020-02-28,3838,36304,24,375,66.96,9,2.37
INV-25515300004,2020-02-28,4601,36304,24,375,66.96,9,2.37
INV-25533600006,2020-02-28,5209,36304,24,375,66.96,9,2.37
INV-25539000004,2020-02-28,5157,36304,24,375,66.96,9,2.37
INV-25536900007,2020-02-28,4702,36304,24,375,66.96,9,2.37
INV-25527200006,2020-02-28,4876,36304,24,375,66.96,9,2.37
INV-25515600017,2020-02-28,5625,36304,24,375,66.96,9,2.37
INV-25538800011,2020-02-28,4542,36304,24,375,66.96,9,2.37
INV-25529700023,2020-02-28,4654,36304,24,375,66.96,9,2.37
INV-25530200010,2020-02-28,5777,36304,24,375,66.96,9,2.37
INV-25510800007,2020-02-28,5782,36304,24,375,66.96,9,2.37
INV-25528100011,2020-02-28,5737,36304,24,375,66.96,9,2.37
INV-25526900081,2020-02-28,4180,36304,24,375,66.96,9,2.37
INV-25510200005,2020-02-28,4392,36304,24,375,66.96,9,2.37
INV-25540100007,2020-02-28,4169,36304,24,375,66.96,9,2.37
INV-25527700001,2020-02-28,5236,36304,24,375,66.96,9,2.37
INV-25527100018,2020-02-28,2618,36304,24,375,66.96,9,2.37
INV-25537600009,2020-02-28,2644,36304,24,375,66.96,9,2.37
INV-25536100013,2020-02-28,5297,36304,24,375,66.96,9,2.37
INV-25540700040,2020-02-28,4997,36304,24,375,66.96,9,2.37
INV-25544500001,2020-02-28,4817,36304,24,375,66.96,9,2.37
INV-25520700008,2020-02-28,4859,36304,24,375,66.96,9,2.37
INV-25523200020,2020-02-28,5785,36304,24,375,66.96,9,2.37
INV-25530600017,2020-02-28,4159,67526,4,750,74.96,3,0.79
INV-25527500003,2020-02-28,5333,65416,4,750,74.96,3,0.79
INV-25531900042,2020-02-28,5327,87484,4,375,86.96,1.5,0.39
INV-25544600082,2020-02-28,3818,68036,4,750,98.96,3,0.79
INV-25534600017,2020-02-28,5017,15626,4,750,98.96,3,0.79
INV-25534300012,2020-02-28,4991,15626,4,750,98.96,3,0.79
INV-25514400009,2020-02-28,4370,15626,4,750,98.96,3,0.79
INV-25542600008,2020-02-28,4385,15626,4,750,98.96,3,0.79
INV-25511300023,2020-02-28,4136,34433,4,750,110.96,3,0.79
INV-25526400034,2020-02-28,2560,34433,4,750,110.96,3,0.79
INV-25513100002,2020-02-28,4362,34433,4,750,110.96,3,0.79
INV-25521800002,2020-02-28,5789,36304,48,375,133.92,18,4.75
INV-25516700189,2020-02-28,2603,5149,4,750,284.84,3,0.79
INV-25527700005,2020-02-28,5236,43337,36,1000,634.68,36,9.51
INV-25512600033,2020-02-28,2505,43337,36,1000,634.68,36,9.51
INV-25537800011,2020-02-28,3514,43337,36,1000,634.68,36,9.51
INV-25512800037,2020-02-28,4107,52318,1,1750,17.99,1.75,0.46
INV-25514800014,2020-02-28,4622,35314,7,375,17.99,2.62,0.69
INV-25543000015,2020-02-28,2550,22157,1,1000,24.99,1,0.26
INV-25529000029,2020-02-28,4346,22157,1,1000,24.99,1,0.26
INV-25527700076,2020-02-28,5236,64776,1,750,29.99,0.75,0.19
INV-25512100009,2020-02-28,4320,5133,1,750,29.99,0.75,0.19
INV-25535800012,2020-02-28,4818,48106,1,750,29.99,0.75,0.19
INV-25534900033,2020-02-28,3857,48106,1,750,29.99,0.75,0.19
INV-25529000024,2020-02-28,4346,48106,1,750,29.99,0.75,0.19
INV-25527400056,2020-02-28,5907,48106,1,750,29.99,0.75,0.19
INV-25525800044,2020-02-28,2228,34008,1,1750,29.99,1.75,0.46
INV-25527000047,2020-02-28,2569,34008,1,1750,29.99,1.75,0.46
INV-25519700024,2020-02-28,4794,43316,2,750,35.98,1.5,0.39
INV-25519600035,2020-02-28,2506,43316,2,750,35.98,1.5,0.39
INV-25522600019,2020-02-28,3712,69638,2,1750,43.98,3.5,0.92
