invoice_and_item_number,date,store_number,item_number,bottles_sold,bottle_volume_ml,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-24497200017,2020-01-10,5077,42716,12,750,134.88,9,2.37
INV-24471800052,2020-01-10,2558,42703,12,750,134.88,9,2.37
INV-24479300012,2020-01-10,3830,42703,12,750,134.88,9,2.37
INV-24495700011,2020-01-10,2845,42716,12,750,134.88,9,2.37
INV-24481100034,2020-01-10,5660,42716,12,750,134.88,9,2.37
INV-24492400023,2020-01-10,3592,42716,12,750,134.88,9,2.37
INV-24483100015,2020-01-10,4818,42716,12,750,134.88,9,2.37
INV-24471000011,2020-01-10,3540,42716,12,750,134.88,9,2.37
INV-24485000015,2020-01-10,5236,43027,12,1000,134.88,12,3.17
INV-24491700004,2020-01-10,5387,43027,12,1000,134.88,12,3.17
INV-24494000018,2020-01-10,4532,37993,48,200,182.88,9.6,2.53
INV-24489000018,2020-01-10,4944,37993,48,200,182.88,9.6,2.53
INV-24496800025,2020-01-10,4474,37993,48,200,182.88,9.6,2.53
INV-24481600002,2020-01-10,5209,37993,48,200,182.88,9.6,2.53
INV-24469200002,2020-01-10,2635,37993,48,200,182.88,9.6,2.53
INV-24475100009,2020-01-10,4140,34076,12,750,206.88,9,2.37
INV-24497000007,2020-01-10,5327,56798,24,750,230.88,18,4.75
INV-24489200004,2020-01-10,5410,42703,24,750,269.76,18,4.75
INV-24473100007,2020-01-10,4897,37993,96,200,365.76,19.2,5.07
INV-24491800011,2020-01-10,2602,14474,3,750,35.97,2.25,0.59
INV-24484000005,2020-01-10,2569,14474,3,750,35.97,2.25,0.59
INV-24491000016,2020-01-10,4275,49186,1,750,35.97,0.75,0.19
INV-24480000020,2020-01-10,2672,43316,3,750,53.97,2.25,0.59
INV-24470800014,2020-01-10,2678,43316,3,750,53.97,2.25,0.59
INV-24496500084,2020-01-10,2613,43316,3,750,53.97,2.25,0.59
INV-24494900016,2020-01-10,2591,14501,6,750,71.94,4.5,1.18
INV-24469100004,2020-01-10,2635,14487,6,750,71.94,4.5,1.18
INV-24492900047,2020-01-10,2644,62061,6,1750,71.94,10.5,2.77
INV-24482600016,2020-01-10,3721,62061,6,1750,71.94,10.5,2.77
INV-24483400021,2020-01-10,3868,62061,6,1750,71.94,10.5,2.77
INV-24492400027,2020-01-10,3592,62061,6,1750,71.94,10.5,2.77
INV-24492300014,2020-01-10,5167,49186,2,750,71.94,1.5,0.39
INV-24469900002,2020-01-10,5108,49186,2,750,71.94,1.5,0.39
INV-24483900021,2020-01-10,4180,49186,2,750,71.94,1.5,0.39
INV-24482600031,2020-01-10,3721,52318,6,1750,107.94,10.5,2.77
INV-24482400009,2020-01-10,4289,52318,6,1750,107.94,10.5,2.77
INV-24482700008,2020-01-10,4183,52318,6,1750,107.94,10.5,2.77
INV-24482200007,2020-01-10,5017,52318,6,1750,107.94,10.5,2.77
INV-24480900056,2020-01-10,2524,52318,6,1750,107.94,10.5,2.77
INV-24484900025,2020-01-10,3886,52318,6,1750,107.94,10.5,2.77
INV-24467600041,2020-01-10,2561,14487,12,750,143.88,9,2.37
INV-24471800067,2020-01-10,2558,14501,12,750,143.88,9,2.37
INV-24483400044,2020-01-10,3868,14474,12,750,143.88,9,2.37
INV-24472100040,2020-01-10,3562,14474,12,750,143.88,9,2.37
INV-24472200095,2020-01-10,2506,14474,12,750,143.88,9,2.37
INV-24467600017,2020-01-10,2561,14484,12,750,143.88,9,2.37
INV-24471800068,2020-01-10,2558,14474,12,750,143.88,9,2.37
INV-24480300040,2020-01-10,2624,14474,12,750,143.88,9,2.37
INV-24467600018,2020-01-10,2561,14501,12,750,143.88,9,2.37
INV-24486000012,2020-01-10,4443,43316,12,750,215.88,9,2.37
INV-24477800005,2020-01-10,4249,67578,12,750,215.88,9,2.37
INV-24465500003,2020-01-10,4378,37991,5,50,56.05,0.25,0.06
INV-24467700034,2020-01-10,4873,37991,5,50,56.05,0.25,0.06
INV-24494500032,2020-01-10,5467,37991,5,50,56.05,0.25,0.06
INV-24466000017,2020-01-10,4392,37991,10,50,112.1,0.5,0.13
INV-24491300061,2020-01-10,3818,45887,5,1000,88.35,5,1.32
INV-24486600005,2020-01-10,4273,64136,1,750,20.15,0.75,0.19
INV-24490700008,2020-01-10,3909,65426,1,750,21.15,0.75,0.19
INV-24496200013,2020-01-10,4476,36901,3,50,21.15,0.15,0.03
INV-24476900024,2020-01-10,4377,36901,3,50,21.15,0.15,0.03
INV-24470500025,2020-01-10,5888,36901,3,50,21.15,0.15,0.03
INV-24485000052,2020-01-10,5236,17206,1,750,27.15,0.75,0.19
INV-24477400025,2020-01-10,5210,17206,1,750,27.15,0.75,0.19
INV-24492300003,2020-01-10,5167,80456,3,750,30.15,2.25,0.59
INV-24485600017,2020-01-10,4299,80456,3,750,30.15,2.25,0.59
INV-24468800036,2020-01-10,3831,80456,3,750,30.15,2.25,0.59
INV-24467700035,2020-01-10,4873,75208,5,50,36.3,0.25,0.06
INV-24484500074,2020-01-10,2847,64136,2,750,40.3,1.5,0.39
INV-24481800007,2020-01-10,4607,36901,6,50,42.3,0.3,0.07
INV-24479600022,2020-01-10,4823,36901,6,50,42.3,0.3,0.07
INV-24491200009,2020-01-10,4817,36901,6,50,42.3,0.3,0.07
INV-24469600003,2020-01-10,2603,36901,6,50,42.3,0.3,0.07
INV-24478600016,2020-01-10,4318,36901,6,50,42.3,0.3,0.07
INV-24495400042,2020-01-10,4516,36901,6,50,42.3,0.3,0.07
INV-24487000003,2020-01-10,4169,36901,6,50,42.3,0.3,0.07
INV-24496000009,2020-01-10,3728,36901,6,50,42.3,0.3,0.07
INV-24489900018,2020-01-10,4720,65251,1,50,44.3,0.05,0.01
INV-24490200005,2020-01-10,2677,65251,1,50,44.3,0.05,0.01
INV-24492300050,2020-01-10,5167,65251,1,50,44.3,0.05,0.01
INV-24497500012,2020-01-10,4785,65251,1,50,44.3,0.05,0.01
INV-24480300041,2020-01-10,2624,65251,1,50,44.3,0.05,0.01
INV-24484000081,2020-01-10,2569,65251,1,50,44.3,0.05,0.01
INV-24493300003,2020-01-10,4514,65251,1,50,44.3,0.05,0.01
INV-24474300019,2020-01-10,5252,17206,2,750,54.3,1.5,0.39
INV-24485900025,2020-01-10,5253,17206,2,750,54.3,1.5,0.39
INV-24484000092,2020-01-10,2569,80456,6,750,60.3,4.5,1.18
INV-24487800009,2020-01-10,5623,36901,12,50,84.6,0.6,0.15
INV-24490000017,2020-01-10,4027,80456,12,750,120.6,9,2.37
INV-24480500002,2020-01-10,4334,80456,12,750,120.6,9,2.37
INV-24493600009,2020-01-10,2606,80456,12,750,120.6,9,2.37
INV-24472200137,2020-01-10,2506,80456,12,750,120.6,9,2.37
INV-24490400007,2020-01-10,2559,80456,12,750,120.6,9,2.37
INV-24475800007,2020-01-10,4092,80456,12,750,120.6,9,2.37
INV-24484900022,2020-01-10,3886,80456,12,750,120.6,9,2.37
INV-24482600028,2020-01-10,3721,80456,12,750,120.6,9,2.37
INV-24471100025,2020-01-10,3731,80456,12,750,120.6,9,2.37
INV-24491500016,2020-01-10,2566,37338,90,1750,1484.1,157.5,41.6
INV-24481900004,2020-01-10,3782,10627,5,1000,72.85,5,1.32
INV-24469100058,2020-01-10,2635,35435,60,750,742.8,45,11.88
INV-24485200016,2020-01-10,4171,80457,3,1000,32.55,3,0.79
INV-24485000025,2020-01-10,5236,80457,12,1000,130.2,12,3.17
INV-24473300035,2020-01-10,5517,31656,1,750,5.1,0.75,0.19
INV-24479000022,2020-01-10,2656,26823,1,200,6.35,0.2,0.05
INV-24491800006,2020-01-10,2602,39770,1,50,6.6,0.05,0.01
INV-24485300040,2020-01-10,5437,41691,1,50,6.6,0.05,0.01
INV-24491300075,2020-01-10,3818,39770,1,50,6.6,0.05,0.01
INV-24493600081,2020-01-10,2606,39770,1,50,6.6,0.05,0.01
INV-24480900045,2020-01-10,2524,39770,1,50,6.6,0.05,0.01
INV-24496000021,2020-01-10,3728,11346,1,750,7.85,0.75,0.19
INV-24482300025,2020-01-10,2178,11346,1,750,7.85,0.75,0.19
INV-24468500070,2020-01-10,2505,27428,1,50,8.7,0.05,0.01
INV-24474200025,2020-01-10,4067,27469,1,50,8.7,0.05,0.01
INV-24495500007,2020-01-10,2445,35914,3,375,8.7,1.12,0.29
INV-24486500004,2020-01-10,4596,35313,6,200,10.2,1.2,0.31
INV-24475000020,2020-01-10,4361,36903,6,200,10.2,1.2,0.31
INV-24483300005,2020-01-10,5367,40528,6,200,10.2,1.2,0.31
INV-24485500014,2020-01-10,5738,36903,6,200,10.2,1.2,0.31
INV-24495400011,2020-01-10,4516,11771,1,50,10.2,0.05,0.01
INV-24493400010,2020-01-10,5556,11771,1,50,10.2,0.05,0.01
INV-24490700012,2020-01-10,3909,11771,1,50,10.2,0.05,0.01
INV-24473600005,2020-01-10,5520,11771,1,50,10.2,0.05,0.01
INV-24466700020,2020-01-10,4661,11771,1,50,10.2,0.05,0.01
INV-24485000042,2020-01-10,5236,11771,1,50,10.2,0.05,0.01
INV-24470500028,2020-01-10,5888,11771,1,50,10.2,0.05,0.01
INV-24479500034,2020-01-10,4291,11771,1,50,10.2,0.05,0.01
INV-24485600019,2020-01-10,4299,11771,1,50,10.2,0.05,0.01
INV-24468200017,2020-01-10,5384,11771,1,50,10.2,0.05,0.01
INV-24474500026,2020-01-10,3712,52317,1,1000,10.7,1,0.26
INV-24494800020,2020-01-10,4267,52317,1,1000,10.7,1,0.26
INV-24492000012,2020-01-10,4235,52317,1,1000,10.7,1,0.26
INV-24486200015,2020-01-10,5268,11773,5,200,11.7,1,0.26
INV-24473300023,2020-01-10,5517,26823,2,200,12.7,0.4,0.1
INV-24486600038,2020-01-10,4273,23827,2,1000,13.2,2,0.52
INV-24486900017,2020-01-10,5131,37880,5,200,13.2,1,0.26
INV-24490200011,2020-01-10,2677,41691,2,50,13.2,0.1,0.02
INV-24489600006,2020-01-10,2550,11776,2,750,15.7,1.5,0.39
INV-24473300024,2020-01-10,5517,11786,2,750,15.7,1.5,0.39
INV-24489800042,2020-01-10,2551,22784,5,375,15.7,1.87,0.49
INV-24464200006,2020-01-10,4617,23824,5,375,15.7,1.87,0.49
INV-24468500064,2020-01-10,2505,35914,6,375,17.4,2.25,0.59
INV-24479500024,2020-01-10,4291,31656,4,750,20.4,3,0.79
INV-24476600022,2020-01-10,4601,11771,2,50,20.4,0.1,0.02
INV-24465200003,2020-01-10,4411,11771,2,50,20.4,0.1,0.02
INV-24476500030,2020-01-10,5245,11771,2,50,20.4,0.1,0.02
INV-24477400024,2020-01-10,5210,11771,2,50,20.4,0.1,0.02
INV-24475300004,2020-01-10,5507,11773,10,200,23.4,2,0.52
INV-24494500023,2020-01-10,5467,52314,5,375,24.4,1.87,0.49
INV-24472200025,2020-01-10,2506,26823,4,200,25.4,0.8,0.21
INV-24472500001,2020-01-10,4752,41691,4,50,26.4,0.2,0.05
INV-24475000019,2020-01-10,4361,53213,10,200,29.4,2,0.52
INV-24491800024,2020-01-10,2602,55087,3,1000,29.4,3,0.79
INV-24473200005,2020-01-10,4790,11776,4,750,31.4,3,0.79
INV-24466400025,2020-01-10,4448,11776,4,750,31.4,3,0.79
INV-24472200016,2020-01-10,2506,23824,10,375,31.4,3.75,0.99
INV-24494300019,2020-01-10,5549,35914,12,375,34.8,4.5,1.18
INV-24497500018,2020-01-10,4785,36903,24,200,40.8,4.8,1.26
INV-24493000027,2020-01-10,4311,11771,4,50,40.8,0.2,0.05
INV-24466400033,2020-01-10,4448,11771,4,50,40.8,0.2,0.05
INV-24497500004,2020-01-10,4785,11771,4,50,40.8,0.2,0.05
INV-24493200061,2020-01-10,3514,52319,4,1000,42.8,4,1.05
INV-24496500109,2020-01-10,2613,26823,8,200,50.8,1.6,0.42
INV-24487300009,2020-01-10,4997,26823,8,200,50.8,1.6,0.42
INV-24497100003,2020-01-10,5056,35776,10,50,58.8,0.5,0.13
INV-24495200001,2020-01-10,5208,35776,10,50,58.8,0.5,0.13
INV-24473100028,2020-01-10,4897,35914,24,375,69.6,9,2.37
INV-24472600003,2020-01-10,5149,35914,24,375,69.6,9,2.37
INV-24473000016,2020-01-10,5434,35914,24,375,69.6,9,2.37
INV-24478500008,2020-01-10,4510,35914,24,375,69.6,9,2.37
INV-24488900006,2020-01-10,4482,35914,24,375,69.6,9,2.37
INV-24492900003,2020-01-10,2644,35914,24,375,69.6,9,2.37
INV-24475600018,2020-01-10,5145,35914,24,375,69.6,9,2.37
INV-24473100027,2020-01-10,4897,35913,48,200,81.6,9.6,2.53
INV-24496400043,2020-01-10,3963,36903,48,200,81.6,9.6,2.53
INV-24495900010,2020-01-10,2641,35913,48,200,81.6,9.6,2.53
INV-24486600031,2020-01-10,4273,36903,48,200,81.6,9.6,2.53
INV-24493100010,2020-01-10,4805,40528,48,200,81.6,9.6,2.53
INV-24488900009,2020-01-10,4482,36903,48,200,81.6,9.6,2.53
INV-24475600019,2020-01-10,5145,35913,48,200,81.6,9.6,2.53
INV-24495900009,2020-01-10,2641,35313,48,200,81.6,9.6,2.53
INV-24495400041,2020-01-10,4516,36903,48,200,81.6,9.6,2.53
INV-24487500025,2020-01-10,5466,36903,48,200,81.6,9.6,2.53
INV-24466300018,2020-01-10,4890,36903,48,200,81.6,9.6,2.53
INV-24483900038,2020-01-10,4180,40528,48,200,81.6,9.6,2.53
INV-24492900004,2020-01-10,2644,35913,48,200,81.6,9.6,2.53
INV-24475100005,2020-01-10,4140,36903,48,200,81.6,9.6,2.53
INV-24475600015,2020-01-10,5145,36903,48,200,81.6,9.6,2.53
INV-24487600005,2020-01-10,4478,36903,48,200,81.6,9.6,2.53
INV-24468400030,2020-01-10,5471,36903,48,200,81.6,9.6,2.53
INV-24484600012,2020-01-10,4934,36903,48,200,81.6,9.6,2.53
INV-24472500003,2020-01-10,4752,35913,48,200,81.6,9.6,2.53
INV-24486300010,2020-01-10,5443,36903,48,200,81.6,9.6,2.53
INV-24482500029,2020-01-10,3857,36903,48,200,81.6,9.6,2.53
INV-24496100012,2020-01-10,5652,36903,48,200,81.6,9.6,2.53
INV-24483800009,2020-01-10,5473,40528,48,200,81.6,9.6,2.53
INV-24493100007,2020-01-10,4805,35913,48,200,81.6,9.6,2.53
INV-24490700001,2020-01-10,3909,55087,12,1000,117.6,12,3.17
INV-24492900091,2020-01-10,2644,55087,12,1000,117.6,12,3.17
INV-24493600046,2020-01-10,2606,55087,12,1000,117.6,12,3.17
INV-24472500002,2020-01-10,4752,35914,48,375,139.2,18,4.75
INV-24493100006,2020-01-10,4805,35914,48,375,139.2,18,4.75
INV-24487100020,2020-01-10,5600,36903,96,200,163.2,19.2,5.07
INV-24496800026,2020-01-10,4474,36903,96,200,163.2,19.2,5.07
INV-24496000007,2020-01-10,3728,36903,96,200,163.2,19.2,5.07
INV-24489800022,2020-01-10,2551,11788,30,1750,470.4,52.5,13.86
INV-24483600002,2020-01-10,2514,11788,60,1750,940.8,105,27.73
INV-24492500039,2020-01-10,2562,11788,60,1750,940.8,105,27.73
INV-24490300001,2020-01-10,2523,11348,60,1750,940.8,105,27.73
INV-24492800010,2020-01-10,5237,36978,30,1750,311.4,52.5,13.86
INV-24490200021,2020-01-10,2677,34359,5,200,35.05,1,0.26
INV-24468400021,2020-01-10,5471,5347,1,1000,25.65,1,0.26
INV-24490200022,2020-01-10,2677,55084,5,375,26.65,1.87,0.49
INV-24475000006,2020-01-10,4361,43333,10,200,41.3,2,0.52
INV-24472200011,2020-01-10,2506,43333,10,200,41.3,2,0.52
INV-24467100039,2020-01-10,5425,5347,2,1000,51.3,2,0.52
INV-24485000065,2020-01-10,5236,5347,2,1000,51.3,2,0.52
INV-24493200043,2020-01-10,3514,5347,2,1000,51.3,2,0.52
INV-24494900007,2020-01-10,2591,5347,2,1000,51.3,2,0.52
INV-24473400016,2020-01-10,3403,5347,2,1000,51.3,2,0.52
INV-24480100004,2020-01-10,4253,22121,3,750,51.3,2.25,0.59
INV-24472200098,2020-01-10,2506,36874,12,1000,66.6,12,3.17
INV-24471800032,2020-01-10,2558,36874,12,1000,66.6,12,3.17
INV-24479400009,2020-01-10,2553,36874,12,1000,66.6,12,3.17
INV-24476400017,2020-01-10,4301,49182,24,100,133.2,2.4,0.63
INV-24483400024,2020-01-10,3868,37348,18,1750,205.2,31.5,8.32
INV-24471300005,2020-01-10,5257,36874,48,1000,266.4,48,12.68
INV-24478300010,2020-01-10,4266,10803,60,50,661.8,3,0.79
INV-24491300022,2020-01-10,3818,26827,5,1000,141.7,5,1.32
INV-24489700036,2020-01-10,4260,11297,5,1000,141.7,5,1.32
INV-24475700009,2020-01-10,4369,36965,5,50,41.55,0.25,0.06
INV-24481100004,2020-01-10,5660,36965,5,50,41.55,0.25,0.06
INV-24487800022,2020-01-10,5623,40189,10,50,83.1,0.5,0.13
INV-24487800003,2020-01-10,5623,36965,10,50,83.1,0.5,0.13
INV-24497000009,2020-01-10,5327,52591,10,50,83.1,0.5,0.13
INV-24475900033,2020-01-10,4370,36965,10,50,83.1,0.5,0.13
INV-24493100018,2020-01-10,4805,52591,10,50,83.1,0.5,0.13
INV-24492200003,2020-01-10,5558,52591,10,50,83.1,0.5,0.13
INV-24495900002,2020-01-10,2641,36965,10,50,83.1,0.5,0.13
INV-24492900076,2020-01-10,2644,38177,60,1000,1140.6,60,15.85
INV-24469600014,2020-01-10,2603,38177,60,1000,1140.6,60,15.85
INV-24490200007,2020-01-10,2677,64865,5,750,67.35,3.75,0.99
INV-24491300013,2020-01-10,3818,11347,1,1000,9.95,1,0.26
INV-24489700019,2020-01-10,4260,11777,1,1000,9.95,1,0.26
INV-24486100024,2020-01-10,4346,11347,1,1000,9.95,1,0.26
INV-24483900061,2020-01-10,4180,11777,1,1000,9.95,1,0.26
INV-24467200023,2020-01-10,4375,36304,5,375,13.95,1.87,0.49
INV-24465400025,2020-01-10,4868,36304,5,375,13.95,1.87,0.49
INV-24475000028,2020-01-10,4361,32233,5,200,14.95,1,0.26
INV-24485900008,2020-01-10,5253,11777,2,1000,19.9,2,0.52
INV-24493200032,2020-01-10,3514,11347,2,1000,19.9,2,0.52
INV-24487500008,2020-01-10,5466,39865,5,375,25.9,1.87,0.49
INV-24469600114,2020-01-10,2603,88766,3,750,27.9,2.25,0.59
INV-24473200017,2020-01-10,4790,36304,10,375,27.9,3.75,0.99
INV-24466200015,2020-01-10,4450,36304,10,375,27.9,3.75,0.99
INV-24497000034,2020-01-10,5327,25603,10,200,29.9,2,0.52
INV-24471800012,2020-01-10,2558,44487,3,1000,37.8,3,0.79
INV-24480300092,2020-01-10,2624,80451,3,50,37.8,0.15,0.03
INV-24495900033,2020-01-10,2641,73737,6,50,37.8,0.3,0.07
INV-24482100022,2020-01-10,3679,11777,4,1000,39.8,4,1.05
INV-24483500001,2020-01-10,4155,10550,120,750,1215.6,90,23.77
INV-24479500043,2020-01-10,4291,27125,1,750,34.13,0.75,0.19
INV-24489600020,2020-01-10,2550,27125,1,750,34.13,0.75,0.19
INV-24492000011,2020-01-10,4235,34422,1,1000,34.13,1,0.26
INV-24468600026,2020-01-10,4107,34422,1,1000,34.13,1,0.26
INV-24494100009,2020-01-10,3964,34422,2,1000,68.26,2,0.52
INV-24479900050,2020-01-10,2228,27125,2,750,68.26,1.5,0.39
INV-24467100034,2020-01-10,5425,27125,2,750,68.26,1.5,0.39
INV-24490500013,2020-01-10,4011,83363,3,750,23.19,2.25,0.59
INV-24479400040,2020-01-10,2553,83363,3,750,23.19,2.25,0.59
INV-24464200003,2020-01-10,4617,64933,1,750,23.19,0.75,0.19
INV-24480300070,2020-01-10,2624,89206,1,750,23.19,0.75,0.19
INV-24492300031,2020-01-10,5167,64933,1,750,23.19,0.75,0.19
INV-24482200013,2020-01-10,5017,89206,1,750,23.19,0.75,0.19
INV-24468500085,2020-01-10,2505,47786,1,750,25.19,0.75,0.19
INV-24469600112,2020-01-10,2603,87510,2,750,46.38,1.5,0.39
INV-24490500002,2020-01-10,4011,89206,2,750,46.38,1.5,0.39
INV-24473400024,2020-01-10,3403,86887,3,1000,58.38,3,0.79
INV-24494100015,2020-01-10,3964,86887,3,1000,58.38,3,0.79
INV-24472200135,2020-01-10,2506,83370,12,750,92.76,9,2.37
INV-24472200136,2020-01-10,2506,83363,12,750,92.76,9,2.37
INV-24488400028,2020-01-10,2549,83363,12,750,92.76,9,2.37
INV-24493600006,2020-01-10,2606,83363,12,750,92.76,9,2.37
INV-24485600007,2020-01-10,4299,86887,12,1000,233.52,12,3.17
INV-24468500027,2020-01-10,2505,86887,12,1000,233.52,12,3.17
INV-24471300003,2020-01-10,5257,86887,12,1000,233.52,12,3.17
INV-24481700006,2020-01-10,5148,86887,12,1000,233.52,12,3.17
INV-24477500038,2020-01-10,5785,11774,1,375,4.61,0.37,0.09
INV-24496400009,2020-01-10,3963,42714,1,375,6.36,0.37,0.09
INV-24494800018,2020-01-10,4267,78616,1,750,7.11,0.75,0.19
INV-24492000013,2020-01-10,4235,79966,1,750,7.11,0.75,0.19
INV-24494800023,2020-01-10,4267,79966,1,750,7.11,0.75,0.19
INV-24497700021,2020-01-10,2459,54446,1,750,8.22,0.75,0.19
INV-24486100018,2020-01-10,4346,12466,1,750,8.22,0.75,0.19
INV-24489600057,2020-01-10,2550,54446,1,750,8.22,0.75,0.19
INV-24489100033,2020-01-10,5358,12466,1,750,8.22,0.75,0.19
INV-24489600059,2020-01-10,2550,55506,1,750,8.22,0.75,0.19
INV-24482200022,2020-01-10,5017,54446,1,750,8.22,0.75,0.19
INV-24486100016,2020-01-10,4346,54446,1,750,8.22,0.75,0.19
INV-24494800024,2020-01-10,4267,54446,1,750,8.22,0.75,0.19
INV-24485000101,2020-01-10,5236,55086,1,750,8.22,0.75,0.19
INV-24490300035,2020-01-10,2523,11774,2,375,9.22,0.75,0.19
INV-24475100021,2020-01-10,4140,42714,2,375,12.72,0.75,0.19
INV-24482100012,2020-01-10,3679,82146,2,750,14.22,1.5,0.39
INV-24490100017,2020-01-10,4271,54446,2,750,16.44,1.5,0.39
INV-24469600127,2020-01-10,2603,54446,2,750,16.44,1.5,0.39
INV-24468800046,2020-01-10,3831,54446,2,750,16.44,1.5,0.39
INV-24494100024,2020-01-10,3964,54446,2,750,16.44,1.5,0.39
INV-24491300027,2020-01-10,3818,12466,2,750,16.44,1.5,0.39
INV-24468800045,2020-01-10,3831,55506,2,750,16.44,1.5,0.39
INV-24494100005,2020-01-10,3964,11774,4,375,18.44,1.5,0.39
INV-24482200025,2020-01-10,5017,11774,4,375,18.44,1.5,0.39
INV-24489100018,2020-01-10,5358,11774,4,375,18.44,1.5,0.39
INV-24473200004,2020-01-10,4790,11774,4,375,18.44,1.5,0.39
INV-24474000005,2020-01-10,5702,25608,1,1750,19.44,1.75,0.46
INV-24485000034,2020-01-10,5236,30247,2,1000,20.44,2,0.52
INV-24479500028,2020-01-10,4291,37346,4,750,21.44,3,0.79
INV-24472200020,2020-01-10,2506,65253,4,200,22.44,0.8,0.21
INV-24496200010,2020-01-10,4476,86881,3,50,25.44,0.15,0.03
INV-24492900019,2020-01-10,2644,85066,4,750,28.44,3,0.79
INV-24483000001,2020-01-10,5463,79026,4,750,28.44,3,0.79
INV-24488400002,2020-01-10,2549,15622,6,200,31.44,1.2,0.31
INV-24477700023,2020-01-10,2655,55086,4,750,32.88,3,0.79
INV-24489600058,2020-01-10,2550,55086,4,750,32.88,3,0.79
INV-24468500088,2020-01-10,2505,55086,4,750,32.88,3,0.79
INV-24465400021,2020-01-10,4868,11774,8,375,36.88,3,0.79
INV-24490200018,2020-01-10,2677,11774,8,375,36.88,3,0.79
INV-24494500007,2020-01-10,5467,11774,8,375,36.88,3,0.79
INV-24466800006,2020-01-10,4374,11774,8,375,36.88,3,0.79
INV-24468200003,2020-01-10,5384,11774,8,375,36.88,3,0.79
INV-24467600038,2020-01-10,2561,36989,12,750,62.88,9,2.37
INV-24495200004,2020-01-10,5208,36989,12,750,62.88,9,2.37
INV-24483800012,2020-01-10,5473,36989,12,750,62.88,9,2.37
INV-24478700029,2020-01-10,2518,13638,6,1750,89.76,10.5,2.77
INV-24496500055,2020-01-10,2613,88768,6,1750,113.76,10.5,2.77
INV-24489000010,2020-01-10,4944,36989,24,750,125.76,18,4.75
INV-24469300001,2020-01-10,2635,15622,24,200,125.76,4.8,1.26
INV-24496200007,2020-01-10,4476,38179,24,200,125.76,4.8,1.26
INV-24491000003,2020-01-10,4275,15622,24,200,125.76,4.8,1.26
INV-24491500003,2020-01-10,2566,15622,24,200,125.76,4.8,1.26
INV-24487000009,2020-01-10,4169,38179,24,200,125.76,4.8,1.26
INV-24468900002,2020-01-10,5561,12408,3,1750,41.13,5.25,1.38
INV-24484500054,2020-01-10,2847,34425,1,1750,53.13,1.75,0.46
INV-24468000031,2020-01-10,4320,12408,6,1750,82.26,10.5,2.77
INV-24468500031,2020-01-10,2505,12408,6,1750,82.26,10.5,2.77
INV-24489700014,2020-01-10,4260,12408,6,1750,82.26,10.5,2.77
INV-24485200006,2020-01-10,4171,12408,6,1750,82.26,10.5,2.77
INV-24478500005,2020-01-10,4510,12408,6,1750,82.26,10.5,2.77
INV-24494900012,2020-01-10,2591,12408,6,1750,82.26,10.5,2.77
INV-24482200004,2020-01-10,5017,12408,6,1750,82.26,10.5,2.77
INV-24483400003,2020-01-10,3868,12408,6,1750,82.26,10.5,2.77
INV-24497200003,2020-01-10,5077,12408,6,1750,82.26,10.5,2.77
INV-24473700009,2020-01-10,4402,12408,6,1750,82.26,10.5,2.77
INV-24492500035,2020-01-10,2562,12408,6,1750,82.26,10.5,2.77
INV-24489400001,2020-01-10,3997,12408,6,1750,82.26,10.5,2.77
INV-24484900003,2020-01-10,3886,12408,6,1750,82.26,10.5,2.77
INV-24493900002,2020-01-10,5005,12408,6,1750,82.26,10.5,2.77
INV-24469800007,2020-01-10,5108,100545,2,1750,106.26,3.5,0.92
INV-24492400005,2020-01-10,3592,12408,12,1750,164.52,21,5.54
INV-24480300045,2020-01-10,2624,12408,12,1750,164.52,21,5.54
INV-24482600002,2020-01-10,3721,12408,12,1750,164.52,21,5.54
INV-24481000001,2020-01-10,2524,11588,42,1750,818.58,73.5,19.41
INV-24467900025,2020-01-10,2612,38176,3,750,43.38,2.25,0.59
INV-24464000001,2020-01-10,5179,38176,3,750,43.38,2.25,0.59
INV-24473300060,2020-01-10,5517,38176,3,750,43.38,2.25,0.59
INV-24471900007,2020-01-10,4992,38176,3,750,43.38,2.25,0.59
INV-24493200033,2020-01-10,3514,38176,3,750,43.38,2.25,0.59
INV-24468900027,2020-01-10,5561,38176,3,750,43.38,2.25,0.59
INV-24466000004,2020-01-10,4392,38176,3,750,43.38,2.25,0.59
INV-24484000031,2020-01-10,2569,34753,3,750,49.38,2.25,0.59
INV-24475900001,2020-01-10,4370,38176,6,750,86.76,4.5,1.18
INV-24476600002,2020-01-10,4601,38176,6,750,86.76,4.5,1.18
INV-24489600040,2020-01-10,2550,38176,6,750,86.76,4.5,1.18
INV-24493400005,2020-01-10,5556,38176,6,750,86.76,4.5,1.18
INV-24465400014,2020-01-10,4868,38176,6,750,86.76,4.5,1.18
INV-24491200025,2020-01-10,4817,38176,6,750,86.76,4.5,1.18
INV-24476300009,2020-01-10,4603,38176,6,750,86.76,4.5,1.18
INV-24466500022,2020-01-10,3691,34753,6,750,98.76,4.5,1.18
INV-24489600029,2020-01-10,2550,34753,6,750,98.76,4.5,1.18
INV-24474900005,2020-01-10,5338,38176,12,750,173.52,9,2.37
INV-24465800007,2020-01-10,5235,38176,12,750,173.52,9,2.37
INV-24484500037,2020-01-10,2847,38176,12,750,173.52,9,2.37
INV-24482700004,2020-01-10,4183,38176,12,750,173.52,9,2.37
