category,category_name,vendor_number,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail
1701100,DECANTERS & SPECIALTY PACKAGES,260,558,Crown Royal w/2 Glasses,4,1750,31.99,47.99
1701100,Temporary & Specialty Packages,260,43442,Captain Morgan Jack-O Blast,6,750,9.0,13.5
1042100,Imported Dry Gins,260,28866,Tanqueray Gin,12,750,13.0,19.5
1701100,Temporary & Specialty Packages,260,87483,Don Julio Blanco,3,1750,59.99,89.99
1042100,Imported Dry Gins,260,28865,Tanqueray Gin,24,375,6.99,10.49
,,260,558,Crown Royal w/2 Glasses,4,1750,31.99,47.99
1701100,Temporary & Specialty Packages,260,77903,Smirnoff Peppermint Twist,12,750,8.25,12.38
,,260,3360,Baileys Original Irish Cream w/2 Mugs,6,750,12.5,18.75
,,260,115,Crown Royal w/Glass & Coaster,6,750,15.07,22.61
1011500,STRAIGHT RYE WHISKIES,260,27025,Bulleit 95 Rye,12,750,16.5,24.75
1701100,Temporary & Specialty Packages,260,77956,"Smirnoff Red, White & Berry",12,750,8.25,12.38
1701100,Temporary & Specialty Packages,260,10797,Crown Royal Honey,12,750,15.59,23.39
1701100,Temporary & Specialty Packages,260,13062,Crown Royal w/Alternate Bag,12,750,15.07,22.61
,,260,359,Crown Royal w/2 Glasses Tray Pack,4,1750,31.99,47.99
1701100,Temporary & Specialty Packages,260,100499,Bulleit Bourbon 375ml & Bulleit Rye 375ml,6,750,15.0,22.5
1012300,Single Malt Scotch,260,905690,HA Oban Distillers Edition,6,750,54.99,82.49
1701100,DECANTERS & SPECIALTY PACKAGES,260,1400,Crown Royal w/2 Glasses,6,750,15.0,22.5
1701100,Temporary & Specialty Packages,260,100037,Smirnoff 1.75L PET w/2-50ml Smirnoff Peppermint,6,1850,14.75,22.13
1701100,Temporary & Specialty Packages,260,10784,Crown Royal Salted Caramel,12,750,15.59,23.39
1701100,Temporary & Specialty Packages,260,866,Johnnie Walker Blue w/2 Glasses,3,750,130.0,195.0
1701100,Temporary & Specialty Packages,260,100353,Ketel One w/4 Glasses,4,1750,22.0,33.0
1042100,Imported Dry Gins,260,28868,Tanqueray Gin,6,1750,24.99,37.49
1701100,Temporary & Specialty Packages,260,100209,Crown Royal Deluxe w/Ice Mold Tray Pack,4,1750,31.99,47.99
1701100,Temporary & Specialty Packages,260,65025,Ciroc Summer Colada,12,375,9.25,13.88
1701100,Temporary & Specialty Packages,260,64924,Ciroc Summer Colada,12,750,16.49,24.74
1701100,Temporary & Specialty Packages,260,100501,Crown Royal Regal Apple 375ml & Vanilla 375ml w/Shot Glass,12,750,15.59,23.39
1701100,Temporary & Specialty Packages,260,100591,Classic Malts - Coastal Pack 3x200ml,8,200,32.49,48.74
1701100,Temporary & Specialty Packages,260,100108,Captain Morgan w/50ml Cannonblast & Loconut,6,1850,18.0,27.0
1901200,Special Order Items,260,969586,Black Haus,12,750,12.48,18.72
1701100,DECANTERS & SPECIALTY PACKAGES,260,361,Bailey's Original Irish Cream w/4 Shot Glasses,6,750,13.25,19.88
1701100,Temporary & Specialty Packages,260,64439,Ciroc Black Raspberry,12,375,9.25,13.88
1701100,Temporary & Specialty Packages,260,1221,Johnnie Walker Black Glass Pack,6,750,21.0,31.5
1701100,DECANTERS & SPECIALTY PACKAGES,260,324,Bailey's Original Irish Cream Multi Pack,30,200,6.66,9.99
1701100,Temporary & Specialty Packages,260,100593,Classic Malts - Strong Pack 3x200ml,8,200,32.49,48.74
1701100,Temporary & Specialty Packages,260,100572,Johnnie Walker Collection Pack,6,800,62.5,93.75
1701100,Temporary & Specialty Packages,260,64923,Ciroc Summer Colada Mini,4,50,26.08,39.12
1701100,Temporary & Specialty Packages,260,100612,Johnnie Walker Discovery Pack,12,250,21.5,32.25
1701100,DECANTERS & SPECIALTY PACKAGES,260,36374,Ketel One 325 Anniversary Bottle,6,1000,17.5,26.25
1701100,Temporary & Specialty Packages,260,100498,Ketel One w/2 Glasses & Spoon,4,1750,22.0,33.0
1031000,American Vodka,260,37418,Popov Vodka 80 Prf,6,1750,8.5,12.75
1701100,Temporary & Specialty Packages,260,77902,Smirnoff Peppermint Twist Mini,12,500,7.47,11.21
1701100,Temporary & Specialty Packages,260,43439,Captain Morgan Jack-O Blast Mini,12,500,4.96,7.44
1031000,American Vodka,260,37993,Smirnoff Vodka 80 Prf,48,200,2.54,3.81
1701100,Temporary & Specialty Packages,260,100639,Crown Royal w/NFL Jersey Bag,12,750,15.59,23.39
1031000,American Vodka,260,37991,Smirnoff Vodka 80 Prf Mini,12,500,7.47,11.21
1701100,Temporary & Specialty Packages,260,77955,"Smirnoff Red, White & Berry Mini",12,500,4.9,7.35
1031000,American Vodka,260,37994,Smirnoff Vodka 80 Prf,24,375,4.75,7.13
1062300,Aged Dark Rum,260,42166,Myers's Rum Original Dark,12,750,10.0,15.0
1701100,DECANTERS & SPECIALTY PACKAGES,260,312,Crown Royal Tailgate Pack w/2 Reusable Glasses,6,750,15.0,22.5
1032000,Imported Vodka,260,34457,Ketel One Imported Vodka,12,1000,16.5,24.75
1012300,Single Malt Scotch,260,4846,Dalwhinnie 15 Yr Single Malt Scotch,12,750,34.49,51.74
1011500,STRAIGHT RYE WHISKIES,260,27025,Bulleit 95 Rye,12,750,16.75,25.13
1701100,Temporary & Specialty Packages,260,87482,Don Julio Blanco Mini,6,50,33.83,50.75
1031000,American Vodka,260,37997,Smirnoff Vodka 80 Prf,12,1000,9.25,13.88
1701100,Temporary & Specialty Packages,260,100639,Crown Royal Deluxe w/NFL Jersey Bag,12,750,15.59,23.39
1011600,Straight Rye Whiskies,260,27026,Bulleit 95 Rye,12,1000,19.99,29.99
1042100,Imported Dry Gins,260,28890,Tanqueray Rangpur Gin,12,750,12.75,19.13
1062300,Aged Dark Rum,260,42167,Myers's Rum Original Dark,12,1000,12.5,18.75
1701100,Temporary & Specialty Packages,260,3611,Don Julio Blanco w/ Lime Press,6,750,27.49,41.24
1062100,JAMAICA RUM,260,42167,Myers's Rum Original Dark,12,1000,12.5,18.75
1011500,STRAIGHT RYE WHISKIES,260,27025,Bulleit 95 Rye,12,750,15.0,22.5
1031090,OTHER PROOF VODKA,260,40926,Smirnoff Silver Vodka 90 Prf,12,750,8.25,12.38
1062100,JAMAICA RUM,260,42166,Myers's Rum Original Dark,12,750,10.0,15.0
1031090,OTHER PROOF VODKA,260,40926,Smirnoff Silver Vodka 90 Prf,12,750,7.86,11.79
1042100,Imported Dry Gins,260,28886,Tanqueray No. Ten,12,750,17.49,26.24
1062300,Aged Dark Rum,260,43621,Myers's Original Dark Rum,12,750,10.0,15.0
1011600,Straight Rye Whiskies,260,27037,George Dickel Rye,12,750,13.5,20.25
1012210,SINGLE MALT SCOTCH,260,4846,Dalwhinnie 15 Yr Single Malt Scotch,12,750,33.5,50.25
1062500,,260,43299,Captain Morgan Coconut,12,750,8.5,12.75
1081380,MISCELLANEOUS SCHNAPPS,260,67296,Yukon Jack Perma Frost Schnapps,12,750,9.5,14.25
1901200,Special Order Items,260,903475,White Horse Scotch,12,750,8.68,13.02
1012210,SINGLE MALT SCOTCH,260,5696,Oban Single Malt Scotch,12,750,39.5,59.25
1012300,Single Malt Scotch,260,5696,Oban Single Malt Scotch,12,750,41.0,61.5
1012210,SINGLE MALT SCOTCH,260,4846,Dalwhinnie 15 Yr Single Malt Scotch,12,750,33.99,50.99
1901200,Special Order Items,260,904795,Dimple Pinch(haig & Haig),12,750,21.25,31.88
1012210,SINGLE MALT SCOTCH,260,6206,Talisker 10YR,12,750,35.0,52.5
1070000,Cocktails / RTD,260,63740,Studebaker Old Fashioned,12,750,12.49,18.74
1012300,Single Malt Scotch,260,5430,Lagavulin 16yr Single Malt Scotch,12,750,50.49,75.74
1012300,Single Malt Scotch,260,6206,Talisker 10YR,12,750,35.5,53.25
1901200,Special Order Items,260,966861,Stirrings Ginger Liqueur,12,750,6.5,9.75
1701100,DECANTERS & SPECIALTY PACKAGES,260,68042,Baileys Pumpkin Spice Irish Cream,12,750,12.5,18.75
1701100,Temporary & Specialty Packages,260,37974,Smirnoff 80 Love Wins Limited Edition,12,750,8.25,12.38
1062500,,260,43352,Captain Morgan Pineapple,12,750,8.5,12.75
1062500,,260,43314,Captain Morgan Grapefruit,12,750,8.5,12.75
1701100,Temporary & Specialty Packages,260,86599,Crown Royal Texas Mesquite,12,750,15.59,23.39
1701100,Temporary & Specialty Packages,260,10835,Crown Royal Noble Collection 13YR Blenders Mash,6,750,29.99,44.99
1901200,Special Order Items,260,942950,Pampero Aniversario,6,750,15.5,23.25
1011500,STRAIGHT RYE WHISKIES,260,27021,Bulleit Rye,12,375,8.24,12.36
1901200,Special Order Items,260,904631,Tanqueray Gin Mini,10,600,10.22,15.33
1062300,Aged Dark Rum,260,42777,Ron Zacapa 23 Year,6,750,22.0,33.0
1901200,Special Order Items,260,989200,Don Julio 70th Anniversary,6,750,33.49,50.24
1022200,,260,88332,Peligroso Silver,12,750,15.0,22.5
1012300,Single Malt Scotch,260,903070,HA Dalwhinnie Distillers Edition,6,750,47.49,71.24
,,260,916666,HA Orphan Barrel Barterhouse,6,750,37.45,56.18
1901200,Special Order Items,260,942779,Ron Zacapa XO,6,750,54.99,82.49
1701100,Temporary & Specialty Packages,260,1876,Ketel One w/Glasses,6,750,12.5,18.75
1022200,,260,87448,DeLeon Platinum,6,750,30.0,45.0
1701100,Temporary & Specialty Packages,260,100479,Ketel One w/Fever Tree Club Soda,6,750,12.5,18.75
1901200,Special Order Items,260,904692,Ciroc Coconut,12,375,9.25,13.88
1701100,Temporary & Specialty Packages,260,100501,Crown Royal Apple 375ml & Vanilla 375ml w/Shot Glass,12,750,15.59,23.39
1011600,Straight Rye Whiskies,260,27022,Bulleit 95 Rye,6,1750,25.0,37.5
1901200,Special Order Items,260,903464,Vat 69 Scotch,6,1750,12.32,18.48
1901200,Special Order Items,260,904529,Tanqueray Rangpur,6,1750,25.0,37.5
,,260,89155,Don Julio Reposado,12,375,15.99,23.99
1701100,Temporary & Specialty Packages,260,64440,Ciroc Black Raspberry,12,750,16.49,24.74
1012210,SINGLE MALT SCOTCH,260,5430,Lagavulin 16yr Single Malt Scotch,12,750,48.5,72.75
1042100,Imported Dry Gins,260,28704,Nolets Silver Gin,4,750,19.99,29.99
1701100,Temporary & Specialty Packages,260,87482,Don Julio Blanco Mini,6,500,33.83,50.75
1012300,Single Malt Scotch,260,905426,HA Lagavulin Distillers Edition,6,750,59.99,89.99
,,260,36374,Ketel One 325 Anniversary Bottle,6,1000,16.5,24.75
1011600,Straight Rye Whiskies,260,27025,Bulleit 95 Rye,12,750,15.0,22.5
1031000,American Vodka,260,38006,Smirnoff Vodka Traveller,12,750,8.25,12.38
1031000,American Vodka,260,40926,Smirnoff Silver Vodka 90 Prf,12,750,8.25,12.38
1012210,SINGLE MALT SCOTCH,260,4846,Dalwhinnie 15 Yr Single Malt Scotch,12,750,34.49,51.74
1032000,Imported Vodka,260,36374,Ketel One 325 Anniversary Bottle,6,1000,16.5,24.75
1012210,SINGLE MALT SCOTCH,260,5430,Lagavulin 16yr Single Malt Scotch,12,750,49.99,74.99
1032000,Imported Vodka,260,36871,Ciroc Luxury Vodka,12,750,18.49,27.74
1701100,Temporary & Specialty Packages,260,28877,Tanqueray Malacca Gin,6,1000,15.0,22.5
1701100,Temporary & Specialty Packages,260,64438,Ciroc Black Raspberry Mini,4,750,26.1,39.15
1701100,Temporary & Specialty Packages,260,88935,Don Julio Reposado Double Casks,6,750,29.99,44.99
1701100,Temporary & Specialty Packages,260,64923,Ciroc Summer Colada Mini,4,750,26.08,39.12
1701200,Holiday VAP,260,115,Crown Royal w/Glass & Coaster,6,750,15.07,22.61
1031000,American Vodka,260,39866,Smirnoff Vodka 100 Prf,12,750,9.5,14.25
1031000,American Vodka,260,37996,Smirnoff Vodka 80 Prf,12,750,8.25,12.38
1031000,American Vodka,260,37416,Popov Vodka 80 Prf,12,750,4.5,6.75
1901100,Delisted Items,260,5350,Johnnie Walker Green,6,750,32.49,48.74
1032000,Imported Vodka,260,34856,Tanqueray Sterling Vodka,12,750,7.0,10.5
,,260,77903,Smirnoff Peppermint Twist,12,750,8.25,12.38
1031000,American Vodka,260,77719,Smirnoff Pomegranate,12,750,8.25,12.38
1032000,Imported Vodka,260,34456,Ketel One Imported Vodka,12,750,12.5,18.75
1901200,Special Order Items,260,904563,Black Haus Blackberry Schnapps,12,1000,15.0,22.5
1701100,DECANTERS & SPECIALTY PACKAGES,260,77955,"Smirnoff Red, White and Berry Mini",12,500,7.47,11.21
1701100,Temporary & Specialty Packages,260,87483,Don Julio Blanco,3,1750,58.0,87.0
1031000,American Vodka,260,37998,Smirnoff Vodka 80 Prf,6,1750,14.75,22.13
,,260,28888,Tanqueray No. Ten,6,1750,37.49,56.24
1031000,American Vodka,260,36188,Gordon's Vodka 80 Prf - Pet,6,1750,9.74,14.61
1031000,American Vodka,260,38008,Smirnoff Vodka 80 Prf Pet,6,1750,14.75,22.13
1032000,Imported Vodka,260,34458,Ketel One Imported Vodka,6,1750,22.0,33.0
1011500,STRAIGHT RYE WHISKIES,260,27022,Bulleit 95 Rye,6,1750,34.49,51.74
1011600,Straight Rye Whiskies,260,910821,Crown Royal Northern Harvest Rye Mini,10,300,7.35,11.03
1042100,Imported Dry Gins,260,928860,Tanqueray Bloomsbury,6,1000,18.83,28.25
1012210,SINGLE MALT SCOTCH,260,6206,Talisker 10YR,12,750,31.0,46.5
1012210,SINGLE MALT SCOTCH,260,5696,Oban Single Malt Scotch,12,750,40.5,60.75
1012210,SINGLE MALT SCOTCH,260,903542,Cragganmore Distillers Edition 25YR HA,6,750,280.0,420.0
1701100,DECANTERS & SPECIALTY PACKAGES,260,866,Johnnie Walker Blue w/2 Glasses,3,750,130.0,195.0
,,260,10840,Crown Royal Cornerstone,6,750,29.99,44.99
1012300,Single Malt Scotch,260,906197,HA Talisker Distillers Edition,6,750,49.99,74.99
1012300,Single Malt Scotch,260,994562,HA Blair Athol 23YR,6,750,230.0,345.0
1012210,SINGLE MALT SCOTCH,260,903969,Talisker Distillers Edition HA,6,750,38.0,57.0
1012210,SINGLE MALT SCOTCH,260,6206,Talisker 10YR,12,750,35.5,53.25
1022200,,260,89718,Peligroso Reposado,12,750,17.5,26.25
1012210,SINGLE MALT SCOTCH,260,903936,Glenkinchie Sing Malt Scotch 12yr HA,12,750,32.49,48.74
1062500,,260,43349,Captain Morgan Pineapple Mini,12,500,4.8,7.2
,,260,918326,HA Orphan Barrel Forged Oak,6,750,34.99,52.49
1012300,Single Malt Scotch,260,994983,HA Glenkinchie Distillers Edition,6,750,42.49,63.74
1012300,Single Malt Scotch,260,994785,HA Cragganmore Distillers Edition,6,750,42.49,63.74
1012300,Single Malt Scotch,260,906198,HA Talisker Malt Scotch 18YR,6,750,92.0,138.0
1012210,SINGLE MALT SCOTCH,260,905427,Lagavulin 12 Year HA,6,750,75.0,112.5
1022200,,260,89672,Peligroso Anejo,6,750,20.0,30.0
1012210,SINGLE MALT SCOTCH,260,5430,Lagavulin 16yr Single Malt Scotch,12,750,50.49,75.74
1012210,SINGLE MALT SCOTCH,260,904988,Cardhu HA,6,750,29.99,44.99
1901200,Special Order Items,260,902729,White Horse Scotch,6,1750,15.39,23.09
1062500,,260,43308,Captain Morgan Grapefruit Mini,12,500,4.8,7.2
1701100,Temporary & Specialty Packages,260,68040,Baileys Pumpkin Spice Mini,4,1000,25.24,37.86
1032100,,260,933513,Ciroc Ten HA,3,1000,125.0,187.5
1031000,American Vodka,260,37417,Popov Vodka 80 Prf,12,1000,5.5,8.25
,,260,43442,Captain Morgan Jack-O Blast,6,750,9.0,13.5
1701100,Temporary & Specialty Packages,260,37974,Smirnoff 80prf Love Wins Limited Edition,12,750,8.25,12.38
1032000,Imported Vodka,260,34197,Ciroc Luxury Vodka,12,375,9.25,13.88
1031000,American Vodka,260,37414,Popov Vodka 80 Prf,24,375,3.0,4.5
1701200,Holiday VAP,260,1400,Crown Royal w/2 Glasses,6,750,15.07,22.61
1011500,STRAIGHT RYE WHISKIES,260,27026,Bulleit 95 Rye,12,1000,19.99,29.99
1022100,TEQUILA,260,89154,Don Julio Reposado,6,750,29.49,44.24
1022100,TEQUILA,260,87485,Don Julio Blanco Tequila,6,750,26.99,40.49
1022100,TEQUILA,260,89175,Don Julio Anejo Tequila,6,750,32.99,49.49
1022100,TEQUILA,260,66178,Peligroso Cinnamon,6,750,11.5,17.25
1022100,TEQUILA,260,88332,Peligroso Silver,12,750,15.0,22.5
1022100,TEQUILA,260,87485,Don Julio Blanco Tequila,6,750,26.49,39.74
1022100,TEQUILA,260,89672,Peligroso Anejo,6,750,20.0,30.0
1022100,TEQUILA,260,88310,Peligroso Silver,6,750,15.0,22.5
1022100,TEQUILA,260,89175,Don Julio Anejo Tequila,6,750,32.49,48.74
1022100,TEQUILA,260,89154,Don Julio Reposado,6,750,28.99,43.49
1022100,TEQUILA,260,89718,Peligroso Reposado,12,750,17.5,26.25
1022100,TEQUILA,260,89674,Peligroso Reposado,6,750,17.5,26.25
1022100,TEQUILA,260,87448,DeLeon Platinum,6,750,30.0,45.0
1022100,TEQUILA,260,89322,DeLeon Reposado,6,750,32.5,48.75
1022100,TEQUILA,260,89164,Don Julio 1942,6,750,64.99,97.49
1022100,TEQUILA,260,89164,Don Julio 1942,6,750,61.74,92.61
1022100,TEQUILA,260,87484,Don Julio Blanco,12,375,14.49,21.74
1022100,TEQUILA,260,89155,Don Julio Reposado,12,375,15.99,23.99
1022100,TEQUILA,260,89174,Don Julio Anejo,12,375,17.49,26.24
1022100,TEQUILA,260,89200,Don Julio 70th Anniversary,6,750,32.42,48.63
1062200,White Rum,260,43325,Captain Morgan White Mini,12,500,4.8,7.2
1062200,White Rum,260,43328,Captain Morgan White,12,750,8.26,12.39
1062200,White Rum,260,43323,Captain Morgan White PET,6,1750,15.0,22.5
1062200,White Rum,260,43296,Captain Morgan Silver Spiced Rum,12,750,9.0,13.5
1062310,SPICED RUM,260,43337,Captain Morgan Spiced Rum,12,1000,11.75,17.63
1062310,SPICED RUM,260,43333,Captain Morgan Spiced Rum Pet,48,200,2.5,3.75
1062310,SPICED RUM,260,43334,Captain Morgan Spiced Rum,24,375,5.0,7.5
1062310,SPICED RUM,260,43338,Captain Morgan Spiced Rum,6,1750,18.0,27.0
1062310,SPICED RUM,260,1799,Captain Morgan Spiced Barrel,6,1750,18.0,27.0
1062310,SPICED RUM,260,43333,Captain Morgan Spiced Rum Pet,48,200,2.13,3.2
1062310,SPICED RUM,260,43331,Captain Morgan Spiced Rum Mini,12,500,4.8,7.2
1062310,SPICED RUM,260,43285,Captain Morgan Original Spiced Rum Pet,12,750,9.0,13.5
1062310,SPICED RUM,260,43336,Captain Morgan Original Spiced,12,750,9.0,13.5
1062310,SPICED RUM,260,43244,Captain Morgan 100 Proof Spiced Rum,12,750,10.0,15.0
1062310,SPICED RUM,260,43316,Captain Morgan Private Stock Rum,12,750,11.45,17.18
1062310,SPICED RUM,260,43331,Captain Morgan Spiced Rum Mini,12,500,5.5,8.25
1062310,SPICED RUM,260,43244,Captain Morgan 100 Proof Spiced Rum,12,750,10.24,15.36
1062310,SPICED RUM,260,43296,Captain Morgan Silver Spiced Rum,12,750,8.5,12.75
1062310,SPICED RUM,260,43302,Captain Morgan Black Spiced,12,750,11.0,16.5
1062310,SPICED RUM,260,43333,Captain Morgan Spiced Rum Pet,48,200,2.75,4.13
1062310,SPICED RUM,260,43316,Captain Morgan Private Stock Rum,12,750,11.49,17.24
1062310,SPICED RUM,260,43336,Captain Morgan Original Spiced,12,750,9.06,13.59
1062310,SPICED RUM,260,43418,Captain Morgan Tattoo,12,750,8.75,13.13
1062310,SPICED RUM,260,43322,Captain Morgan 1671,12,750,10.24,15.36
1062310,SPICED RUM,260,43296,Captain Morgan Silver Spiced Rum,12,750,9.0,13.5
1062310,SPICED RUM,260,43322,Captain Morgan 1671,12,750,9.99,14.99
1062310,SPICED RUM,260,43418,Captain Morgan Tattoo,12,750,9.0,13.5
1062310,SPICED RUM,260,43285,Captain Morgan Original Spiced Rum Pet,12,750,9.06,13.59
1062310,SPICED RUM,260,43322,Captain Morgan 1671,12,750,10.49,15.74
1062310,SPICED RUM,260,43244,Captain Morgan 100 Proof Spiced Rum,12,750,10.49,15.74
1062310,SPICED RUM,260,43316,Captain Morgan Private Stock Rum,12,750,11.99,17.99
1062310,SPICED RUM,260,43302,Captain Morgan Black Spiced,12,750,10.0,15.0
1062310,SPICED RUM,260,43318,Captain Morgan Private Stock,6,1750,19.5,29.25
1062400,Spiced Rum,260,43338,Captain Morgan Spiced Rum,6,1750,18.0,27.0
1062400,Spiced Rum,260,43334,Captain Morgan Spiced Rum,24,375,5.0,7.5
1062400,Spiced Rum,260,43333,Captain Morgan Spiced Rum Pet,48,200,2.75,4.13
1062400,Spiced Rum,260,1799,Captain Morgan Spiced Barrel,6,1750,18.0,27.0
1062400,Spiced Rum,260,43336,Captain Morgan Original Spiced,12,750,9.06,13.59
1062400,Spiced Rum,260,43337,Captain Morgan Spiced Rum,12,1000,11.75,17.63
1062400,Spiced Rum,260,43285,Captain Morgan Original Spiced Rum Pet,12,750,9.06,13.59
1062400,Spiced Rum,260,43331,Captain Morgan Spiced Rum Mini,12,500,4.8,7.2
1062400,Spiced Rum,260,43316,Captain Morgan Private Stock Rum,12,750,11.99,17.99
1062400,Spiced Rum,260,43318,Captain Morgan Private Stock,6,1750,19.5,29.25
1062400,Spiced Rum,260,43244,Captain Morgan 100 Proof Spiced Rum,12,750,10.49,15.74
1062400,Spiced Rum,260,43302,Captain Morgan Black Spiced,12,750,10.0,15.0
1062400,Spiced Rum,260,43296,Captain Morgan Silver Spiced Rum,12,750,9.0,13.5
1062400,Spiced Rum,260,43322,Captain Morgan 1671,12,750,10.49,15.74
1062300,FLAVORED RUM,260,43362,Captain Morgan Cannon Blast,6,750,9.0,13.5
1062300,FLAVORED RUM,260,43290,Captain Morgan Coconut Mini,12,500,4.97,7.46
1062300,FLAVORED RUM,260,43299,Captain Morgan Coconut,12,750,9.0,13.5
1062300,FLAVORED RUM,260,43360,Captain Morgan Cannon Blast Mini,12,500,4.96,7.44
1062300,FLAVORED RUM,260,43226,Captain Morgan Parrot Bay Passion Fruit,12,750,7.49,11.24
1062300,FLAVORED RUM,260,43287,Captain Morgan Parrot Bay Mango,12,750,7.49,11.24
1062300,FLAVORED RUM,260,43299,Captain Morgan Coconut,12,750,8.26,12.39
1062300,FLAVORED RUM,260,43219,Captain Morgan Parrot Bay Orange,12,750,7.49,11.24
1062300,FLAVORED RUM,260,43410,Captain Morgan Parrot Bay Coconut,12,750,7.49,11.24
1062300,FLAVORED RUM,260,43352,Captain Morgan Pineapple,12,750,8.26,12.39
1062300,FLAVORED RUM,260,43282,Captain Morgan Parrot Bay Pineapple,12,750,7.49,11.24
1062300,FLAVORED RUM,260,43314,Captain Morgan Grapefruit,12,750,8.26,12.39
1062300,FLAVORED RUM,260,43352,Captain Morgan Pineapple,12,750,8.5,12.75
1062300,FLAVORED RUM,260,43352,Captain Morgan Pineapple,12,750,9.0,13.5
1062300,FLAVORED RUM,260,43314,Captain Morgan Grapefruit,12,750,9.0,13.5
1062300,FLAVORED RUM,260,43299,Captain Morgan Coconut,12,750,8.5,12.75
1062300,FLAVORED RUM,260,43314,Captain Morgan Grapefruit,12,750,8.5,12.75
1062300,FLAVORED RUM,260,43232,Captain Morgan Parrot Bay Key Lime,12,750,7.49,11.24
1062300,FLAVORED RUM,260,43237,Captain Morgan Parrot Bay Strawberry,12,750,7.49,11.24
1062300,FLAVORED RUM,260,43415,Captain Morgan Lime Bite,12,750,9.0,13.5
1062300,FLAVORED RUM,260,43409,Captain Morgan Parrot Bay Coconut,12,1000,9.5,14.25
1062300,FLAVORED RUM,260,43375,Captain Morgan Cannon Blast,6,1000,17.62,26.43
1062300,FLAVORED RUM,260,43375,Captain Morgan Cannon Blast,6,1000,11.75,17.63
1062300,FLAVORED RUM,260,43349,Captain Morgan Pineapple Mini,12,500,4.8,7.2
1062300,FLAVORED RUM,260,43320,Captain Morgan Grapefruit,6,1750,18.0,27.0
1062300,FLAVORED RUM,260,43359,Captain Morgan Pineapple,6,1750,18.0,27.0
1062300,FLAVORED RUM,260,43349,Captain Morgan Pineapple Mini,12,500,4.97,7.46
1062300,FLAVORED RUM,260,43290,Captain Morgan Coconut Mini,12,500,4.8,7.2
1062300,FLAVORED RUM,260,43308,Captain Morgan Grapefruit Mini,12,500,4.97,7.46
1062300,FLAVORED RUM,260,43308,Captain Morgan Grapefruit Mini,12,500,4.8,7.2
1062500,Flavored Rum,260,72903,Captain Morgan Apple Smash Mini,12,50,4.96,7.44
1062500,Flavored Rum,260,72915,Captain Morgan Watermelon Smash Mini,12,50,4.96,7.44
1062500,Flavored Rum,260,72912,Captain Morgan Loconut Mini,12,500,4.96,7.44
1062500,Flavored Rum,260,43409,Captain Morgan Parrot Bay Coconut,12,1000,9.5,14.25
1062500,Flavored Rum,260,43360,Captain Morgan Cannon Blast Mini,12,500,4.96,7.44
1062500,Flavored Rum,260,72904,Captain Morgan Apple Smash,6,750,9.0,13.5
1062500,Flavored Rum,260,43645,Parrot Bay Mango,12,750,7.5,11.25
1062500,Flavored Rum,260,72913,Captain Morgan Loconut,6,750,9.06,13.59
1062500,Flavored Rum,260,43362,Captain Morgan Cannon Blast,6,750,9.06,13.59
1062500,Flavored Rum,260,43646,Parrot Bay Passion Fruit,12,750,7.5,11.25
1062500,Flavored Rum,260,43644,Parrot Bay Key Lime,12,750,7.5,11.25
1062500,Flavored Rum,260,72903,Captain Morgan Apple Smash Mini,12,500,4.96,7.44
1062500,Flavored Rum,260,43237,Captain Morgan Parrot Bay Strawberry,12,750,7.49,11.24
1062500,Flavored Rum,260,72916,Captain Morgan Watermelon Smash,6,750,9.0,13.5
1062500,Flavored Rum,260,43232,Captain Morgan Parrot Bay Key Lime,12,750,7.49,11.24
1062500,Flavored Rum,260,43349,Captain Morgan Pineapple Mini,12,500,4.8,7.2
1062500,Flavored Rum,260,43647,Parrot Bay Pineapple,12,750,7.5,11.25
1062500,Flavored Rum,260,43352,Captain Morgan Pineapple,12,750,8.26,12.39
1062500,Flavored Rum,260,43410,Captain Morgan Parrot Bay Coconut,12,750,7.49,11.24
1062500,Flavored Rum,260,43219,Captain Morgan Parrot Bay Orange DISCO,12,750,7.49,11.24
1062500,Flavored Rum,260,43299,Captain Morgan Coconut,12,750,8.26,12.39
1062500,Flavored Rum,260,43314,Captain Morgan Grapefruit,12,750,8.26,12.39
1062500,Flavored Rum,260,43319,Parrot Bay Coconut,12,750,7.5,11.25
1062500,Flavored Rum,260,43282,Captain Morgan Parrot Bay Pineapple,12,750,7.49,11.24
1062500,Flavored Rum,260,43226,Captain Morgan Parrot Bay Passion Fruit,12,750,7.49,11.24
1062500,Flavored Rum,260,43415,Captain Morgan Lime Bite,12,750,9.0,13.5
1062500,Flavored Rum,260,43287,Captain Morgan Parrot Bay Mango,12,750,7.49,11.24
1062500,Flavored Rum,260,43362,Captain Morgan Cannon Blast,6,750,9.0,13.5
1062500,Flavored Rum,260,72913,Captain Morgan Loconut,6,750,9.0,13.5
1062500,Flavored Rum,260,43409,Parrot Bay Coconut,12,1000,9.5,14.25
1062500,Flavored Rum,260,43375,Captain Morgan Cannon Blast,6,1000,11.75,17.63
1062500,Flavored Rum,260,43648,Parrot Bay Strawberry,12,750,7.5,11.25
1062500,Flavored Rum,260,43219,Captain Morgan Parrot Bay Orange,12,750,7.49,11.24
1081200,CREAM LIQUEURS,260,68037,Bailey's Original Irish Cream,12,1000,17.25,25.88
1081200,CREAM LIQUEURS,260,68039,Bailey's Original Irish Cream,4,2400,28.71,43.07
